"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.139488829E1,7.262096042E-4,-1.922726166E-3,-6.113643758E-4
1.140487429E1,-1.164901070E-3,-1.320168376E-4,-1.122879912E-4
1.141486029E1,-9.752914775E-5,-6.051268429E-6,4.776024434E-4
1.142484629E1,-2.109797788E-4,-1.028705388E-3,-2.493604552E-5
1.143483229E1,-1.161767519E-3,-4.926784895E-4,-1.721833250E-4
1.144481829E1,-1.225417131E-3,1.201890875E-3,-8.145377506E-4
1.145480429E1,-1.045283396E-3,-1.248801127E-4,7.716962718E-4
1.146479029E1,-1.428245916E-3,3.144750372E-5,-9.087583749E-4
1.147477629E1,1.528920839E-4,5.327821709E-4,-9.778692038E-5
1.148476229E1,-1.212776871E-3,2.119227313E-3,4.769232473E-4
1.149474829E1,4.602547851E-4,7.979813963E-4,-6.388738984E-5
1.150473429E1,4.269652418E-4,4.709451459E-4,-9.171642014E-4
1.151472029E1,-3.537159646E-4,-1.595478738E-3,-1.270958455E-5
1.152470629E1,1.452972414E-3,2.049855888E-3,-1.799560996E-4
1.153469229E1,-6.253999891E-5,4.453444853E-5,-1.757985883E-4
1.154467829E1,3.670278238E-4,-4.803747870E-4,1.135808183E-3
1.155466429E1,5.411577877E-5,2.097515389E-4,6.930358359E-5
1.156465029E1,-3.360373667E-4,2.781949006E-4,7.747749914E-4
1.157463629E1,5.542708095E-4,-8.687190711E-4,-5.883699050E-4
1.158462229E1,6.940867752E-4,-1.715035178E-4,6.404126179E-4
1.159460929E1,-2.833294566E-4,-8.165165782E-4,9.073337424E-4
1.160459529E1,1.571828499E-3,-7.494047750E-4,3.941425821E-4
1.161458129E1,9.095935384E-4,4.580277018E-4,9.656921611E-4
1.162456729E1,1.470987918E-3,-6.075026467E-4,-1.067627745E-4
1.163455329E1,7.979593938E-4,-3.565065563E-4,-8.993454976E-4
1.164453929E1,1.644311938E-3,8.714767173E-4,1.013869420E-3
1.165452529E1,1.582667348E-3,-7.111416198E-4,-6.338082021E-4
1.166451129E1,7.530926960E-4,-5.936962552E-4,-3.997163149E-4
1.167449729E1,7.602735423E-4,4.612389021E-4,-7.678584079E-4
1.168448329E1,1.942184404E-3,1.248469576E-3,5.251063267E-4
1.169446929E1,7.798714796E-4,8.472707123E-4,-9.806994349E-4
1.170445529E1,-9.290789603E-4,2.243574709E-4,9.168027900E-4
1.171444129E1,-8.177642012E-4,-1.628589816E-4,-3.421615402E-4
1.172442729E1,-1.415111241E-3,-5.021458492E-4,-7.227272727E-4
1.173441329E1,1.733693294E-3,5.684578791E-4,9.829497430E-4
1.174439929E1,-1.294542453E-4,-6.041321903E-4,5.216902937E-4
1.175438529E1,-4.068110720E-4,2.959845588E-4,-2.442311379E-4
1.176437129E1,-1.219075173E-3,-4.544942640E-4,1.180027379E-3
1.177435729E1,-1.479655039E-4,3.830613568E-4,4.180162796E-5
1.178434329E1,5.444563576E-4,-2.976427786E-4,4.956042394E-4
1.179432929E1,-1.172393095E-4,1.002771314E-3,8.759062621E-4
1.180431529E1,-5.073923967E-4,2.317861654E-4,6.284314441E-5
1.181430129E1,-3.011291847E-5,6.184969097E-4,-1.647659927E-3
1.182428721E1,-4.951008596E-4,1.225165091E-3,1.726298826E-3
1.183427321E1,6.871125661E-4,-4.871138372E-4,-1.160617219E-3
1.184425921E1,-1.625043806E-3,-9.097575676E-4,-1.038378105E-3
1.185424521E1,-1.367157325E-3,8.059018292E-4,1.546618296E-5
1.186423221E1,-1.319753123E-3,4.511689767E-4,3.915045236E-4
1.187421821E1,-3.521336475E-4,-8.749836124E-4,-3.339829273E-4
1.188420421E1,-1.759347972E-3,-3.474112600E-4,2.867999137E-4
1.189419021E1,-7.504308596E-4,4.332023673E-4,-4.117473145E-5
1.190417621E1,-9.512332035E-4,1.477114856E-4,9.079758311E-4
1.191416221E1,-1.232701237E-3,-5.560489371E-4,-6.370709161E-4
1.192414821E1,-1.182101201E-3,5.914131179E-5,-2.815389016E-4
1.193413421E1,2.688871464E-4,-7.312279195E-6,-5.540122511E-4
1.194412021E1,-7.452446152E-4,-6.254320033E-4,-1.342041651E-3
1.195410621E1,-7.796801510E-4,1.057159621E-3,2.886795555E-4
1.196409221E1,-1.828238601E-5,2.020183019E-4,-4.315032857E-5
1.197407821E1,-5.579878343E-4,1.893637702E-3,6.293955958E-4
1.198406421E1,-8.376197075E-4,-1.015333226E-3,6.347382441E-5
1.199405021E1,5.637868308E-4,-7.662011776E-4,5.693855928E-4
1.200403621E1,-3.755100770E-4,-3.845700994E-4,1.050352468E-3
1.201402221E1,9.432402439E-4,-3.402372822E-4,-3.814297379E-4
1.202400821E1,-9.805575246E-5,-2.390374430E-4,-3.196444013E-4
1.203399421E1,4.113674513E-4,-1.425556839E-4,1.033768291E-3
1.204398021E1,6.278823712E-4,6.116516888E-4,5.895530339E-4
1.205396621E1,-8.092224598E-4,6.264294498E-4,3.979297180E-4
1.206395221E1,-3.325166181E-4,1.177145168E-5,-1.454298850E-3
1.207393821E1,-5.698368186E-4,-6.743483245E-4,1.460462692E-3
1.208392421E1,9.089341620E-5,-7.140294183E-4,8.053251076E-4
1.209391021E1,-8.059665561E-6,-8.137517143E-4,-9.930392262E-4
1.210389621E1,-6.139288307E-4,-9.288003203E-4,8.535967208E-4
1.211388221E1,-7.918879855E-4,4.565361887E-4,-1.051257248E-3
1.212386821E1,-5.055981455E-4,1.066666562E-3,-9.953308618E-4
1.213385521E1,3.689709119E-4,4.214779474E-4,-1.483476488E-3
1.214384121E1,-6.725913845E-4,-1.047626138E-4,-1.388934324E-3
1.215382721E1,-1.947066281E-3,-3.922060132E-4,-6.397342077E-4
1.216381321E1,-3.853886737E-4,2.067223191E-3,-1.040539937E-3
1.217379921E1,-9.026016342E-4,2.046460286E-4,7.146215648E-5
1.218378521E1,-6.586560630E-4,6.123762578E-4,9.923833422E-4
1.219377121E1,-1.855261438E-2,1.057522092E-2,7.112395251E-4
1.220375721E1,-2.172843670E-4,-2.078788588E-3,-5.468560266E-5
1.221374321E1,-1.270381734E-3,2.762007993E-3,2.304496302E-4
1.222372921E1,-6.091502029E-3,-4.311222583E-4,7.510976866E-4
1.223371521E1,2.645821543E-3,-2.205428435E-3,1.395847416E-3
1.224370121E1,6.151612033E-4,4.145894200E-4,1.020838099E-4
1.225368721E1,2.981806756E-4,-7.895820308E-4,-3.890284279E-4
1.226367321E1,1.412713667E-3,-1.008887775E-4,6.983609637E-6
1.227365921E1,-5.235054996E-4,-2.852058969E-4,-5.269898102E-4
1.228364521E1,2.398514887E-3,-1.954571344E-4,6.413389929E-4
1.229363121E1,1.456695609E-4,4.844502546E-4,2.170962980E-4
1.230361721E1,-8.522655116E-5,1.119614579E-3,1.939267968E-4
1.231360321E1,3.080507740E-4,-1.606633188E-3,5.917947274E-4
1.232358921E1,-5.873040063E-4,3.356100060E-4,3.593007568E-4
1.233357521E1,-3.724896233E-4,-4.945928231E-4,-8.090318879E-4
1.234356121E1,-2.251349855E-3,-4.557105713E-4,-1.996535342E-3
1.235354721E1,-1.350338338E-3,-2.043684945E-4,1.478212071E-4
1.236353321E1,-7.860144251E-4,5.114893429E-4,-1.106261276E-3
1.237351921E1,-5.160850124E-4,5.561155267E-4,-7.640096010E-5
1.238350521E1,-1.863857033E-4,5.515883677E-4,-7.115649059E-4
1.239349221E1,1.322874450E-4,2.385871485E-4,-1.464171219E-3
1.240347821E1,-9.132695850E-4,-1.379838213E-4,1.296461560E-3
1.241346421E1,-4.584742128E-4,-1.129628858E-3,-1.445324888E-4
1.242345021E1,-1.142107649E-3,-4.230923951E-4,1.291177701E-3
1.243343621E1,-6.773840869E-5,-2.691131085E-4,1.244380546E-4
1.244342221E1,-2.508525504E-3,9.440863505E-5,1.099155052E-3
1.245340821E1,-7.844101638E-4,3.406521864E-4,1.476767124E-3
1.246339421E1,-9.503251058E-4,1.298058778E-3,5.997882108E-4
1.247338021E1,-9.037670679E-5,1.288787462E-4,1.740129897E-3
1.248336621E1,-1.130135497E-4,-1.466088695E-3,7.139312220E-5
1.249335221E1,3.285538405E-4,-7.400009781E-5,1.510106667E-4
1.250333821E1,-9.782592533E-4,-8.705516811E-4,-1.061526593E-3
1.251332421E1,5.166291376E-4,-1.851127017E-3,-1.860958146E-4
1.252331021E1,9.430011851E-4,1.475960016E-3,1.843498612E-4
1.253329621E1,3.467064817E-4,6.249835715E-4,5.020884564E-4
1.254328221E1,-1.144930022E-3,3.248453140E-4,3.926325298E-4
1.255326821E1,-1.012685592E-3,-2.443157136E-4,-1.831595000E-4
1.256325421E1,-1.680073794E-3,-9.463250171E-4,-1.598629635E-3
1.257324021E1,-4.960976075E-4,-1.237100223E-3,-2.630818344E-4
1.258322621E1,-5.658724112E-4,1.852940768E-4,-7.421845221E-4
1.259321221E1,-1.410749275E-3,5.730679259E-4,-2.632834367E-5
1.260319821E1,-2.229138743E-3,6.287279539E-4,1.472232398E-3
1.261318421E1,-1.047908212E-3,1.604478341E-3,-3.264705010E-4
1.262317021E1,-2.263682336E-2,4.471104592E-3,8.959204424E-4
1.263315621E1,-7.650294341E-3,-1.920537557E-3,-5.053960485E-4
1.264314221E1,-1.191063435E-3,-2.843589056E-3,-7.717121625E-4
1.265312821E1,1.051086001E-4,-2.292154590E-3,8.935209480E-4
1.266311421E1,5.458861589E-3,-6.159609184E-4,-6.018439890E-4
1.267310121E1,6.760751363E-3,3.300593235E-4,-1.548876404E-3
1.268308721E1,6.770072505E-3,4.605543800E-4,3.054825647E-4
1.269307321E1,6.287238561E-3,-4.011048004E-4,-6.452559028E-4
1.270305921E1,-2.365396358E-5,7.725502364E-4,-7.722886512E-4
