"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
1.180431529E1,-7.523158307E-2,7.800485350E-2,9.809401245E0
1.181430129E1,-7.518879790E-2,7.803706801E-2,9.809401245E0
1.182428721E1,-7.525663017E-2,7.808932750E-2,9.809400660E0
1.183427321E1,-7.525566172E-2,7.809640811E-2,9.809400660E0
1.184425921E1,-7.522290361E-2,7.809789732E-2,9.809400660E0
1.185424521E1,-7.518805329E-2,7.801472068E-2,9.809401830E0
1.186423221E1,-7.519568208E-2,7.798199454E-2,9.809401830E0
1.187421821E1,-7.509138237E-2,7.798776867E-2,9.809402415E0
1.188420421E1,-7.505293693E-2,7.800517327E-2,9.809402999E0
1.189419021E1,-7.506704791E-2,7.794363133E-2,9.809402999E0
1.190417621E1,-7.507052426E-2,7.796687401E-2,9.809402999E0
1.191416221E1,-7.507817132E-2,7.788238174E-2,9.809403584E0
1.192414821E1,-7.504093186E-2,7.784711572E-2,9.809404169E0
1.193413421E1,-7.501583452E-2,7.785454351E-2,9.809404169E0
1.194412021E1,-7.503558714E-2,7.781538544E-2,9.809404169E0
1.195410621E1,-7.503810876E-2,7.780036541E-2,9.809404753E0
1.196409221E1,-7.507767796E-2,7.771252926E-2,9.809404753E0
1.197407821E1,-7.512533277E-2,7.766951568E-2,9.809404753E0
1.198406421E1,-7.517040201E-2,7.759091632E-2,9.809405338E0
1.199405021E1,-7.512338674E-2,7.748853522E-2,9.809406508E0
1.200403621E1,-7.508513316E-2,7.752840593E-2,9.809406508E0
1.201402221E1,-7.503461870E-2,7.748765814E-2,9.809407092E0
1.202400821E1,-7.495565388E-2,7.748507258E-2,9.809407677E0
1.203399421E1,-7.496255177E-2,7.751207027E-2,9.809407092E0
1.204398021E1,-7.499853955E-2,7.751914174E-2,9.809407092E0
1.205396621E1,-7.497778650E-2,7.748847127E-2,9.809407677E0
1.206395221E1,-7.498139990E-2,7.740182284E-2,9.809408262E0
1.207393821E1,-7.495562647E-2,7.738392488E-2,9.809408262E0
1.208392421E1,-7.491303773E-2,7.733737556E-2,9.809408846E0
1.209391021E1,-7.482994788E-2,7.736069134E-2,9.809409431E0
1.210389621E1,-7.482890178E-2,7.736862162E-2,9.809409431E0
1.211388221E1,-7.481424262E-2,7.730108628E-2,9.809410016E0
1.212386821E1,-7.486713252E-2,7.724003769E-2,9.809410016E0
1.213385521E1,-7.487980453E-2,7.725943401E-2,9.809410016E0
1.214384121E1,-7.483775483E-2,7.722203010E-2,9.809410601E0
1.215382721E1,-7.478946048E-2,7.710474774E-2,9.809411770E0
1.216381321E1,-7.479291399E-2,7.705128226E-2,9.809412355E0
1.217379921E1,-7.488942046E-2,7.705260702E-2,9.809411770E0
1.218378521E1,-7.489622241E-2,7.702162592E-2,9.809411770E0
1.219377121E1,-7.548361177E-2,7.636290053E-2,9.809412355E0
1.220375721E1,-7.548854079E-2,7.558542641E-2,9.809418202E0
1.221374321E1,-7.537816546E-2,7.586409192E-2,9.809417033E0
1.222372921E1,-7.555553252E-2,7.536378953E-2,9.809419371E0
1.223371521E1,-7.546653151E-2,7.525716007E-2,9.809421126E0
1.224370121E1,-7.541064491E-2,7.546797504E-2,9.809419956E0
1.225368721E1,-7.542545482E-2,7.543427132E-2,9.809419956E0
1.226367321E1,-7.539838860E-2,7.556144826E-2,9.809419371E0
1.227365921E1,-7.544332080E-2,7.554958938E-2,9.809418787E0
1.228364521E1,-7.539390726E-2,7.562293082E-2,9.809418787E0
1.229363121E1,-7.541178238E-2,7.571269015E-2,9.809418202E0
1.230361721E1,-7.545374529E-2,7.572692446E-2,9.809417617E0
1.231360321E1,-7.541442733E-2,7.575506419E-2,9.809417617E0
1.232358921E1,-7.535192151E-2,7.577106181E-2,9.809418202E0
1.233357521E1,-7.532511111E-2,7.571302362E-2,9.809418787E0
1.234356121E1,-7.528763868E-2,7.570576028E-2,9.809418787E0
1.235354721E1,-7.531325223E-2,7.562541589E-2,9.809419371E0
1.236353321E1,-7.534093514E-2,7.549663096E-2,9.809419956E0
1.237351921E1,-7.534036412E-2,7.544978471E-2,9.809420541E0
1.238350521E1,-7.530580617E-2,7.539963570E-2,9.809421126E0
1.239349221E1,-7.538477099E-2,7.542157647E-2,9.809420541E0
1.240347821E1,-7.541630027E-2,7.546434337E-2,9.809419956E0
1.241346421E1,-7.543195528E-2,7.542571520E-2,9.809419956E0
1.242345021E1,-7.540602196E-2,7.541876249E-2,9.809420541E0
1.243343621E1,-7.533311906E-2,7.543447232E-2,9.809420541E0
1.244342221E1,-7.534414197E-2,7.527749742E-2,9.809421710E0
1.245340821E1,-7.530417991E-2,7.519172607E-2,9.809422880E0
1.246339421E1,-7.529768402E-2,7.514829679E-2,9.809423465E0
1.247338021E1,-7.533586908E-2,7.510499999E-2,9.809423465E0
1.248336621E1,-7.529698966E-2,7.504555939E-2,9.809424049E0
1.249335221E1,-7.528487496E-2,7.508619297E-2,9.809423465E0
1.250333821E1,-7.528385627E-2,7.509940859E-2,9.809423465E0
1.251332421E1,-7.522748545E-2,7.508328763E-2,9.809424049E0
1.252331021E1,-7.521307755E-2,7.514888152E-2,9.809424049E0
1.253329621E1,-7.523487213E-2,7.517439456E-2,9.809423465E0
1.254328221E1,-7.521491851E-2,7.512272893E-2,9.809424049E0
1.255326821E1,-7.517288708E-2,7.502450484E-2,9.809425219E0
1.256325421E1,-7.513422236E-2,7.485843021E-2,9.809426388E0
1.257324021E1,-7.514525441E-2,7.479740904E-2,9.809426973E0
1.258322621E1,-7.509743059E-2,7.467110918E-2,9.809428142E0
1.259321221E1,-7.512844824E-2,7.457214505E-2,9.809428727E0
1.260319821E1,-7.517794857E-2,7.446382538E-2,9.809429312E0
1.261318421E1,-7.519395989E-2,7.435369673E-2,9.809429896E0
1.262317021E1,-7.534581848E-2,7.375526162E-2,9.809433405E0
1.263315621E1,-7.502124776E-2,7.277884513E-2,9.809443345E0
1.264314221E1,-7.477745998E-2,7.246255644E-2,9.809447438E0
1.265312821E1,-7.462316658E-2,7.237344579E-2,9.809449192E0
1.266311421E1,-7.447141763E-2,7.267802634E-2,9.809448023E0
1.267310121E1,-7.442177568E-2,7.324673201E-2,9.809444515E0
1.268308721E1,-7.450958441E-2,7.385885783E-2,9.809439252E0
1.269307321E1,-7.451099597E-2,7.444353829E-2,9.809434574E0
1.270305921E1,-7.456478579E-2,7.477384659E-2,9.809431651E0
